##########################
# CHINESE ESTATE BUILDINGS
##########################

# BUILDING VALUES

@east_asian_estate_main_construction_time = 730
	internal_slots = 4

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_05 }
	}

	cost = {
		gold = {
			value = estate_external_building_normal_cost_tier_6_value
		}
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.2
		epidemic_resistance = 3
	}
	
	province_modifier = {
		development_growth_factor = @east_asian_manor_development_growth_factor_1
	}
	
	parameters = {
		estate_increase_safe_treatment_success_2 = yes
		estate_increase_physician_aptitude_3 = yes
	}
	
	ai_value = {
		value = 5
		add = estate_building_ai_modifier_value
	}

	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_health.dds"
		texture = "gfx/interface/window_domiciles/estate_building_herb_hall_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_herb_hall_chinese_mask.png"
		soundeffect = "event:/DLC/EP4/SFX/UI/domicile_buildings/tgp_ui_domicile_building_herbal_hall"
	}
}

### Silk Production
east_asian_estate_silk_01 = {
	construction_time = @east_asian_estate_building_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	internal_slots = 1

	can_construct = {
		custom_tooltip = {
			#OR = {
				house = { has_house_modifier = ep3_unlocked_silk }
			#	culture = { has_cultural_parameter = unlocks_silk_buildings_parameter }
			#}
			text = has_unlocked_estate_silk
		}
	}

	cost = {
		gold = {
			value = estate_external_building_normal_cost_tier_1_value
			if = {
				limit = { has_character_modifier = raid_insight_silk }
				multiply = 0.75
				desc = raid_insight_silk
			}
		}
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.3
		domicile_monthly_influence_add = 0.05
		owned_political_scheme_success_chance_add = 3
	}

	on_complete = {
		if = {
			limit = {
				scope:owner = {
					is_alive = yes
				}
				years_from_game_start >= 1
			}
			scope:owner = {
				random = {
					chance = 75
					add_character_flag = {
						flag = domicile_new_built_silk
						months = 1
					}
					trigger_event = {
						id = ep3_governor_yearly.3001
						days = 5
					}
				}
			}
		}
	}
	
	ai_value = {
		value = 15
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_magnanery.dds"
		texture = "gfx/interface/window_domiciles/estate_building_silk_farm_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_silk_farm_chinese_mask.png"
	}
}
east_asian_estate_silk_02 = {
	construction_time = @east_asian_estate_building_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_silk_01
	internal_slots = 2

	can_construct = {
		#OR = {
			custom_tooltip = {
				house = { has_house_modifier = ep3_unlocked_silk }
				text = has_unlocked_estate_silk
			}
		#	culture = { has_cultural_parameter = unlocks_silk_buildings_parameter }
		#}
	}

	cost = {
		gold = {
			value = estate_external_building_normal_cost_tier_2_value
			if = {
				limit = { has_character_modifier = raid_insight_silk }
				multiply = 0.75
				desc = raid_insight_silk
			}
		}
	}
	
	parameters = {
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.3
		domicile_monthly_influence_add = 0.05
		owned_political_scheme_success_chance_add = 3
	}

	on_complete = {
		if = {
			limit = {
				scope:owner = {
					is_alive = yes
				}
				years_from_game_start >= 1
			}
			scope:owner = {
				random = {
					chance = 75
					add_character_flag = {
						flag = domicile_new_built_silk
						months = 1
					}
					trigger_event = {
						id = ep3_governor_yearly.3001
						days = 5
					}
				}
			}
		}
	}
	
	ai_value = {
		value = 13
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_magnanery.dds"
		texture = "gfx/interface/window_domiciles/estate_building_silk_farm_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_silk_farm_chinese_mask.png"
	}
}
east_asian_estate_silk_03 = {
	construction_time = @east_asian_estate_building_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_silk_02
	internal_slots = 2
	
	can_construct = {
		#OR = {
			custom_tooltip = {
				house = { has_house_modifier = ep3_unlocked_silk }
				text = has_unlocked_estate_silk
			}
		#	culture = { has_cultural_parameter = unlocks_silk_buildings_parameter }
		#}
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_external_building_normal_cost_tier_3_value
			if = {
				limit = { has_character_modifier = raid_insight_silk }
				multiply = 0.75
				desc = raid_insight_silk
			}
		}
	}
	
	parameters = {
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.3
		domicile_monthly_influence_add = 0.05
		owned_political_scheme_success_chance_add = 3
	}

	on_complete = {
		if = {
			limit = {
				scope:owner = {
					is_alive = yes
				}
				years_from_game_start >= 1
			}
			scope:owner = {
				random = {
					chance = 75
					add_character_flag = {
						flag = domicile_new_built_silk
						months = 1
					}
					trigger_event = {
						id = ep3_governor_yearly.3001
						days = 5
					}
				}
			}
		}
	}
	
	ai_value = {
		value = 11
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_magnanery.dds"
		texture = "gfx/interface/window_domiciles/estate_building_silk_farm_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_silk_farm_chinese_mask.png"
	}
}
east_asian_estate_silk_04 = {
	construction_time = @east_asian_estate_building_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_silk_03
	internal_slots = 3
	
	can_construct = {
		#OR = {
			custom_tooltip = {
				house = { has_house_modifier = ep3_unlocked_silk }
				text = has_unlocked_estate_silk
			}
		#	culture = { has_cultural_parameter = unlocks_silk_buildings_parameter }
		#}
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_external_building_normal_cost_tier_4_value
			if = {
				limit = { has_character_modifier = raid_insight_silk }
				multiply = 0.75
				desc = raid_insight_silk
			}
		}
	}
	
	parameters = {
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.3
		domicile_monthly_influence_add = 0.1
		owned_political_scheme_success_chance_add = 3
	}

	on_complete = {
		if = {
			limit = {
				scope:owner = {
					is_alive = yes
				}
				years_from_game_start >= 1
			}
			scope:owner = {
				random = {
					chance = 75
					add_character_flag = {
						flag = domicile_new_built_silk
						months = 1
					}
					trigger_event = {
						id = ep3_governor_yearly.3001
						days = 5
					}
				}
			}
		}
	}
	
	ai_value = {
		value = 9
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_magnanery.dds"
		texture = "gfx/interface/window_domiciles/estate_building_silk_farm_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_silk_farm_chinese_mask.png"
	}
}
east_asian_estate_silk_05 = {
	construction_time = @east_asian_estate_building_construction_time_5
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_silk_04
	internal_slots = 3
	
	can_construct = {
		#OR = {
			custom_tooltip = {
				house = { has_house_modifier = ep3_unlocked_silk }
				text = has_unlocked_estate_silk
			}
		#	culture = { has_cultural_parameter = unlocks_silk_buildings_parameter }
		#}
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_04 }
	}

	cost = {
		gold = {
			value = estate_external_building_normal_cost_tier_5_value
			if = {
				limit = { has_character_modifier = raid_insight_silk }
				multiply = 0.75
				desc = raid_insight_silk
			}
		}
	}
	
	parameters = {
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.3
		domicile_monthly_influence_add = 0.1
		owned_political_scheme_success_chance_add = 4
	}

	on_complete = {
		if = {
			limit = {
				scope:owner = {
					is_alive = yes
				}
				years_from_game_start >= 1
			}
		scope:owner = {
			random = {
				chance = 75
				add_character_flag = {
					flag = domicile_new_built_silk
					months = 1
				}
				trigger_event = {
						id = ep3_governor_yearly.3001
						days = 5
					}
				}
			}
		}
	}
	
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_magnanery.dds"
		texture = "gfx/interface/window_domiciles/estate_building_silk_farm_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_silk_farm_chinese_mask.png"
	}
}
east_asian_estate_silk_06 = {
	construction_time = @east_asian_estate_building_construction_time_6
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_silk_05
	internal_slots = 4
	
	can_construct = {
		#OR = {
			custom_tooltip = {
				house = { has_house_modifier = ep3_unlocked_silk }
				text = has_unlocked_estate_silk
			}
		#	culture = { has_cultural_parameter = unlocks_silk_buildings_parameter }
		#}
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_05 }
	}

	cost = {
		gold = {
			value = estate_external_building_normal_cost_tier_6_value
			if = {
				limit = { has_character_modifier = raid_insight_silk }
				multiply = 0.75
				desc = raid_insight_silk
			}
		}
	}
	
	parameters = {
	}

	character_modifier = {
		domicile_monthly_gold_add = 0.3
		domicile_monthly_influence_add = 0.15
		owned_political_scheme_success_chance_add = 4
	}

	on_complete = {
		if = {
			limit = {
				scope:owner = {
					is_alive = yes
				}
				years_from_game_start >= 1
			}
			scope:owner = {
				random = {
					chance = 75
					add_character_flag = {
						flag = domicile_new_built_silk
						months = 1
					}
					trigger_event = {
						id = ep3_governor_yearly.3001
						days = 5
					}
				}
			}
		}
	}
	
	ai_value = {
		value = 5
		add = estate_building_ai_modifier_value
	}
	
	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_magnanery.dds"
		texture = "gfx/interface/window_domiciles/estate_building_silk_farm_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_silk_farm_chinese_mask.png"
	}
}

### Ancestral Shrine Building
east_asian_estate_ancestral_shrine_01 = {
	construction_time = @east_asian_estate_building_construction_time_1
	allowed_domicile_types = { east_asian_estate }
	internal_slots = 1

	cost = {
		gold = {
			value = estate_external_building_normal_cost_tier_1_value
		}
	}

	character_modifier = {
		monthly_dynasty_prestige_mult = 0.01
		domicile_monthly_piety_add = 0.1
		domicile_monthly_influence_add = @east_asian_manor_monthly_influence_add_2
	}

	ai_value = {
		value = 9
		add = estate_building_ai_modifier_value
	}

	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_ancestral_shrine.dds"
		texture = "gfx/interface/window_domiciles/estate_building_ancestral_shrine_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_ancestral_shrine_chinese_mask.png"
		soundeffect = "event:/DLC/EP4/SFX/UI/domicile_buildings/tgp_ui_domicile_building_ancestral_shrine_chinese"
	}
}
east_asian_estate_ancestral_shrine_02 = {
	construction_time = @east_asian_estate_building_construction_time_2
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_ancestral_shrine_01
	internal_slots = 2

	cost = {
		gold = {
			value = estate_external_building_normal_cost_tier_2_value
		}
	}

	character_modifier = {
		monthly_dynasty_prestige_mult = 0.01
		domicile_monthly_piety_add = 0.1
		confucian_education_xp_gain_mult = @east_asian_manor_confucian_education_xp_gain_mult_1
		domicile_monthly_influence_add = @east_asian_manor_monthly_influence_add_2
	}
	
	ai_value = {
		value = 8
		add = estate_building_ai_modifier_value
	}

	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_ancestral_shrine.dds"
		texture = "gfx/interface/window_domiciles/estate_building_ancestral_shrine_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_ancestral_shrine_chinese_mask.png"
		soundeffect = "event:/DLC/EP4/SFX/UI/domicile_buildings/tgp_ui_domicile_building_ancestral_shrine_chinese"
	}
}
east_asian_estate_ancestral_shrine_03 = {
	construction_time = @east_asian_estate_building_construction_time_3
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_ancestral_shrine_02
	internal_slots = 2

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_02 }
	}

	cost = {
		gold = {
			value = estate_external_building_normal_cost_tier_3_value
		}
	}

	character_modifier = {
		monthly_dynasty_prestige_mult = 0.02
		domicile_monthly_piety_add = 0.1
		confucian_education_xp_gain_mult = @east_asian_manor_confucian_education_xp_gain_mult_1
		domicile_monthly_influence_add = @east_asian_manor_monthly_influence_add_2
	}
	
	ai_value = {
		value = 7
		add = estate_building_ai_modifier_value
	}

	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_ancestral_shrine.dds"
		texture = "gfx/interface/window_domiciles/estate_building_ancestral_shrine_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_ancestral_shrine_chinese_mask.png"
		soundeffect = "event:/DLC/EP4/SFX/UI/domicile_buildings/tgp_ui_domicile_building_ancestral_shrine_chinese"
	}
}
east_asian_estate_ancestral_shrine_04 = {
	construction_time = @east_asian_estate_building_construction_time_4
	allowed_domicile_types = { east_asian_estate }
	previous_building = east_asian_estate_ancestral_shrine_03
	internal_slots = 3

	can_construct = {
		domicile ?= { has_domicile_building_or_higher = east_asian_estate_main_03 }
	}

	cost = {
		gold = {
			value = estate_external_building_normal_cost_tier_3_value
		}
	}
	
	parameters = {
		estate_inherit_influence_small_bonus = yes
	}

	character_modifier = {
		monthly_dynasty_prestige_mult = 0.02
		domicile_monthly_piety_add = 0.1
		confucian_education_xp_gain_mult = @east_asian_manor_confucian_education_xp_gain_mult_1
		domicile_monthly_influence_add = @east_asian_manor_monthly_influence_add_2
	}
	
	ai_value = {
		value = 6
		add = estate_building_ai_modifier_value
	}

	asset = {
		icon = "gfx/interface/icons/domicile_building/domicile_building_ancestral_shrine.dds"
		texture = "gfx/interface/window_domiciles/estate_building_ancestral_shrine_chinese.dds"
		intersectionmask_texture = "gfx/interface/window_domiciles/estate_building_ancestral_shrine_chinese_mask.png"
		soundeffect = "event:/DLC/EP4/SFX/UI/domicile_buildings/tgp_ui_domicile_building_ancestral_shrine_chinese"
